statename,gender,educ,partyid,firstthought,taxpayer,percenttp,recent,tpfeel,biggest,wagesal,paystub,child,depend,glad,upset,benefit,wastecents,wastethink,eitcself,eitcexp,eitcother,eitcthink,labforce,polideo,polinffreq,regvote,feelfedgov_1,voted,discusspol,poleffic,polvol,polknow1,polknow2,polkno3,marital,ownhome,stateresid,yearbirth,raceeth,hhinc,weightvec,firstthought_sentiment,tpfeel_sentiment,benefit_sentiment,eitcthink_sentiment,taxpayer_gap
Vermont,2,2.0,4.0,Will I have to pay more taxes when I file my 2014 income tax return.  Also I am hoping that I will have enough money to pay my real estate taxes..,1,30.0,The last tax I paid was last week when my husband and I bought a new truck.,I feels like I am helping to keep the state and government running.,Income taxes makes up the biggest part of my family's budget.,1.0,State income tax / Social Security / Medicare / Federal tax,0.0,1,"I am glad that my taxes let me live in a great country like the USA, where people are treated well.",It upsets me that my tax dollars are used for stupid things like seeing if lions will walk on a tread mill.  I also do not like my money supporting lazy people who do not really want to work.  I do not like that so much money is being sent overseas to help countries who hate us.,I have benefited because I am allowed to live in a free country.  The defense department has kept us pretty safe.,20.0,Doing studies on stupid stuff that does not amount to anything.  Having to many government agencys that do not do anything that is really important.,3.0,,1.0,I think that this is a good thing to help people who are working for low wages and have children to support.,8.0,5.0,1.0,1.0,31,1.0,1.0,2.0,4.0,4,1,6,1,1,46,23,1.0,9.0,0.429536552,1,1,1,1,60.0
New Jersey,1,2.0,4.0,taxes is something we all must pay if you make money you pay taxes you buy something you pay taxes etc,1,50.0,i went to the store and bought something and paid sales tax,its something you must do,income tax,1.0,state federal local fica med,2.0,no,help with my childrens education,lazy people who dont want to work,i yes my children go to public schools,30.0,welfare,1.0,we get a refund because of it,1.0,i think it helps famalies with children,1.0,4.0,3.0,1.0,19,1.0,3.0,4.0,1.0,2,1,6,1,1,31,38,1.0,14.0,0.920166135,-1,0,1,1,40.0
Indiana,2,6.0,7.0,Money taken from my paycheck for God-knows-what purposes,1,70.0,"I purchased cleaning products at a store last weekend, and I paid sales tax.","I don't mind paying taxes for some services, such as national security and emergency agencies (police/fire/ambulance, not FEMA). But I feel a lot of my tax dollars go to things of which I'm completely unaware (not for lack of trying), and that makes me feel as though I'm being cheated out of the money I earn by hard work.",Federal income tax,1.0,"Federal income tax, Medicare, Social Security, state income tax",0.0,no,"National security, police, fire, hospital","Education (in which teachers are not held accountable for how/what they teach), environment, medicaid, welfare (e.g. SNAP), interest on national debt, social security (since I have to pay for it but I will never see that money come back to me - why can't I invest that money myself instead of having the government automatically take it from me?)",Yes. I'd like to believe the local tax dollars I've paid have helped to repair the roads in my town after last winter tore them up.,97.0,"medicaid, welfare, and education",3.0,,4.0,,1.0,6.0,2.0,1.0,5,1.0,1.0,2.0,3.0,2,1,3,5,3,15,52,1.0,11.0,0.984578453,0,-1,1,0,20.0
Florida,2,5.0,4.0,"I THINK OF FILING,REFUNDS,AND TAX TIPS.ALSO,I THINK ABOUT MY MONEY.",1,80.0,I HAVE PAID TAXES THIS PAST MARCH ONLINE AT TURBOTAX.COM.,"IT IS KIND OF FRUSTRATING,BUT IT IS ABSOLUTELY SOMETHING I HAVE GOT TO DO.",,1.0,,2.0,2,I AM GLAD THAT MY TAX DOLLARS EVERYTHING THAT I OWN.,ACTUALLY I AM NOT UPSET AT ALL.,NO,60.0,,1.0,IT DID NOT AFFECT YOUR TAXES AND YOUR FAMILY,1.0,I HAVE NO CURRENT OPINION ON THIS SUBJECT.,1.0,4.0,1.0,1.0,94,1.0,1.0,1.0,1.0,1,1,1,1,1,10,52,1.0,18.0,2.38104843,0,0,-1,-1,10.0
Tennessee,2,5.0,7.0,"need to lower, burdensome",1,30.0,Sales tax on a product I bought,"depends on what the tax is for, no problem with sales tax but think income taxes are too high",Income taxes take the most,1.0,"FICA, Medicare Tax, Unemployment Insurance, SS tax",0.0,0,"Infrastructure, Military, Some government agencies.",Entitlement programs that are not earned through working ,In some ways yes.,60.0,"Overpaying for products, unnecessary research programs, welfare benefits for able bodied people who should be working.",3.0,,1.0,I think they work if people are actually working.,6.0,6.0,2.0,1.0,19,1.0,1.0,1.0,4.0,2,1,3,1,1,43,20,1.0,17.0,1.302865633,-1,-1,1,0,60.0
Arizona,4,5.0,5.0,"Way too high. We pay too much, government wastes our money.",1,100.0,"I pay sales taxes every day, I pay real estate taxes every year, I pay income taxes every year, there are other surcharges added when ever you visit any government office.  I pay taxes on my phone bill and utility bills every month.  Everyone pays taxes and we pay too much.",It sucks to see hard earned money wasted by bureaucrats in government waste it.,"property, income and sales taxes in that order",1.0,"Fed taxes, State taxes, local taxes, FICA, and social security",0.0,0,The military which is the primary function of the federal government. Highways and roads. local police and fire. local street lights and sidewalks.,"That 47 million American get food stamps and have no incentive to work because they fear loosing that benefit. The $25 a month extra on my phone bill for taxes and fees. The EPA overreach adding costs to everything we buy due to regulations; and we pay them to screw us.  The hundreds of people working at Dept of Education who add no value to American's education. Started in 1979 by carter, student test scores are no better than prior to then.  What a waste of money.",no,57.0,"The federal dept of education is not necessary. Pork spending by congress, EPA regulation that raise costs, Every cell phone has a bunch of useless taxes and fees that do nothing but add to federal government general fund. There are many more at state and local level.",3.0,,1.0,"It started as a good idea to help younger families starting out, but like most government programs, it has grown and now almost anyone with kids can qualify and it is expected.",9.0,6.0,2.0,1.0,6,1.0,3.0,1.0,4.0,2,1,3,1,1,3,29,1.0,18.0,1.185001802,-1,-1,-1,1,10.0
Ohio,2,6.0,1.0,A way to finance our society's infrastructure and way of life.,1,75.0,I paid tax on clothing purchase yesterday.,"It feels sad to lose part of my income to the government, but I realize that it is a necessary part of our society for support.",Federal income tax.,1.0,"Federal Withholding, state withholding, FICA",0.0,None,"Schools, roads, libraries, police and fire protection, the military",Excessive pay and benefits for government employees. Excessive number of government employees,"Schools, roads, libraries, government, fire and police protection",51.0,Extreme pay and benefits for government employees,3.0,,3.0,,6.0,2.0,2.0,1.0,38,1.0,2.0,3.0,3.0,1,1,3,2,1,36,18,1.0,11.0,0.538743107,0,1,-1,0,15.0
Mississippi,2,3.0,4.0,nothing comes to mind i have no comments on taxes,1,50.0,i pay taxes on food shoes clothes,no feeling,none,0.0,,1.0,0,none conmes to mind about tax dollars in the united states,not upset about tax dollars in the united states,none,40.0,none,4.0,,4.0,,8.0,,,,99,,,,,4,4,6,5,3,25,37,,1.0,0.876566393,-1,-1,0,0,40.0
Massachusetts,2,2.0,3.0,services. i pay taxes so that as a community we can pay for the services that are needed to live in a civilized society,1,70.0,i paid sales tax on a purchase today,doing my part,property taxes paid to the town,1.0,fed fica ss/med,0.0,no,teachers police fire roads and bridges taking care of the less fortunate,wars and contractors that charge high prices for what our own military men and women already do but dont get paid as much ,personally no but i dont want to live in a country with stupid people so paying for education of other peoples kids will pay off in the future when they are in charge,41.0,military contracts,3.0,,4.0,,8.0,3.0,4.0,1.0,13,1.0,3.0,2.0,4.0,2,1,3,1,1,22,34,1.0,14.0,0.503497879,-1,0,-1,0,20.0
Ohio,1,2.0,4.0,something costing more money ,1,85.0,purchased things at the store that were taxable,no different than usual,property tax,1.0,federal-state-city-social security,1.0,no,schools and social security,unnecessary government spending,I have received unemployment before,5.0,helping other countries instead of ours,1.0,got more money back,1.0,I think it helps people,4.0,4.0,4.0,1.0,60,2.0,4.0,2.0,4.0,2,1,6,5,1,36,22,1.0,11.0,0.538743107,0,-1,-1,1,5.0
California,1,5.0,4.0,"government (local, state, federal) and we have the IRS to make sure they are paid",1,40.0,Income tax for my spouse employment,necessary evil,federal,1.0,gross wages / federal tax / state tax / social security / disability ,0.0,0,"police, fire, emergency responses, infrastructure","frivolous programs, research or grants used for studies that have limited merrit","The services are there if we need them, like police, fire, emergency medical, use the infrastructure everyday ",40.0,"over payment in medicare fraud, overpayment to disability ",3.0,,3.0,,6.0,6.0,2.0,1.0,50,1.0,3.0,3.0,4.0,2,1,3,1,3,5,15,1.0,12.0,0.574527399,1,-1,-1,0,50.0
Ohio,2,1.0,4.0,i think about money an loosing money,2,100.0,on household stuff an smokes,ok / ,50,0.0,,4.0,4,it pays for children to have good sachools / ,i dont know right now mmmmmmmmmmmmmmmmmmmmmmlllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,no / ,100.0,stupid stuff,4.0,,4.0,,,,,,99,,,,,4,4,6,1,2,36,48,1.0,3.0,0.782012106,0,1,-1,0,10.0
Pennsylvania,2,2.0,1.0,Something you have to pay,1,80.0,I paid taxes last when I was on unemployment benefits,It doesn't make me feel any particular way,I'm on Social Security and not working so dont' pay any,1.0,Social Security / State  / Federal,0.0,0,I'm glad the Social Security taxes are used towards retirement,There is nothing in particular I can think of,I am able to get a guaranteed monthly check along with medical/prescription,45.0,Setting up stations in outer space,3.0,,4.0,,6.0,2.0,4.0,1.0,19,1.0,3.0,3.0,4.0,2,1,3,2,3,39,15,2.0,2.0,1.273499261,-1,0,0,0,10.0
Georgia,1,2.0,7.0,That I wish that the taxes I paid were lower,1,35.0,Sales tax on a purchase today,I'm proud I'm able to pay some taxes. ,Federal Income Taxes. ,1.0,"Federal income taxes, social security taxes, Medicare tax, state income tax, ",0.0,Yes,"Education at the local level, National Defense at the federal level","Welfare, Social programs, ",Yes. I have my freedom ,40.0,Ear Marks. Excessive spending on almost every level and thing,3.0,,2.0,I don't like it. It seems unfair. ,1.0,6.0,1.0,1.0,9,1.0,2.0,1.0,4.0,2,1,3,1,1,11,27,1.0,15.0,0.506566333,1,1,1,-1,55.0
Oklahoma,2,5.0,2.0,Playing a pretty good amount of money,1,76.0,Yesterday I went grocery shopping and paid sales tax on my items,Kind of annoying,Federal taxes,0.0,,0.0,None,"Educational benefits, economic growth in general",The salaries of government members that make too much,I don't think I have.,42.0,"Paying members of government (the President, govenors, senators, etc) too high of a salary",3.0,,3.0,,4.0,3.0,2.0,1.0,30,1.0,3.0,3.0,4.0,1,1,1,5,1,37,56,5.0,10.0,2.016927406,1,-1,0,0,14.0
Pennsylvania,1,2.0,5.0,what we pay to keep our country civilized and moving forward,1,70.0,property tax bill paid through my mortgage co.,normal and sometimes frustrating,income tax,1.0,fica state tax federal income tax,0.0,my 20year old daughter in college,education programs and helping those really in need,lazy people unwilling to work,when i have a temporary layoff from construction work some winters i get unemployment compensation,50.0,pork programs that are traded for votes.  too much welfare and foodstamps for those capable but unwilling to work,1.0,we get a nice chunk back instead of owing or breaking even,1.0,it is well deserved with all the expenses incurred raising children,1.0,3.0,3.0,1.0,31,1.0,3.0,4.0,4.0,1,1,1,1,1,39,25,1.0,14.0,0.503497879,-1,-1,-1,1,20.0
Indiana,1,5.0,2.0,I pay too much taxes and they are too expensive.,1,81.0,It comes out of my paycheck every other week.,I don't mind paying some taxes but it is getting to be way too much taxes.,Federal taxes coming our of my paycheck every other week.,1.0,"Social Security Tax, medicade, Indiana Taxes, Local Taxes",0.0,1,Social Security because it helps the elderly.,Some Medicaid that people are on that do not need or deserve to be on it.,Not really. I still have to pay everything else and don't see a benefit for anything.,40.0,Some of the money they give to people to do experiments with animals and things like that.,4.0,,1.0,I think that everyone should be able to claim it if they have kids or are taking care of adopted kids.,1.0,2.0,3.0,1.0,0,1.0,3.0,1.0,4.0,2,1,3,5,1,15,31,1.0,11.0,0.538743107,-1,0,-1,1,9.0
Virginia,1,5.0,7.0,Giving money to the government,1,72.0,I pay sales tax all the time...pay income tax every year...property tax.,It is fine I guess but the different standards is frustrating.,Income tax,1.0,State tax and federal tac,2.0,No,Infrastructure and schools,"Unemployment...paying for people to collect unemployment wages, sit on their buts and getting paid at others expense...very frustrating and should be ashamed of themselves.",No,59.0,Officials spending on personal items,2.0,None,2.0,Not much,1.0,7.0,2.0,1.0,39,1.0,2.0,2.0,1.0,4,4,3,5,1,47,43,1.0,19.0,2.38104843,1,-1,-1,0,18.0
